order_id,product_id,add_to_cart_order,reordered
64305,31553,11,0
64305,16823,12,0
64305,29987,13,0
64305,32486,14,0
64305,778,15,0
64319,19348,1,1
64319,43295,2,1
64319,33664,3,1
64319,24852,4,1
64319,6184,5,1
64319,41787,6,1
64319,4920,7,0
64329,24852,1,1
64329,40910,2,1
64329,12392,3,1
64329,9934,4,1
64329,10315,5,1
64329,35855,6,0
64329,17206,7,1
64329,36522,8,0
64329,33731,9,1
64329,45535,10,1
64329,25821,11,0
64329,23236,12,0
64329,16521,13,0
64343,19057,1,1
64343,4960,2,1
64343,30391,3,0
64343,47209,4,1
64343,28985,5,1
64343,43726,6,1
64343,45866,7,1
64343,20899,8,1
64343,37067,9,1
64343,21903,10,1
64343,23029,11,1
64343,31766,12,1
64343,44560,13,1
64343,8424,14,1
64343,35126,15,1
64343,16759,16,1
64343,16797,17,1
64343,27966,18,1
64356,24852,1,1
64356,40706,2,1
64356,40338,3,1
64356,10151,4,1
64356,29487,5,1
64356,18615,6,1
64356,36956,7,1
64356,8174,8,1
64356,7131,9,1
64356,24184,10,1
64356,19348,11,1
64356,47766,12,1
64356,1543,13,1
64356,16797,14,1
64356,45135,15,1
64356,28318,16,1
64356,30391,17,1
64356,47817,18,0
64356,48318,19,0
64356,8555,20,0
64356,49131,21,0
64370,44008,1,0
64370,47029,2,0
64370,34197,3,1
64370,22658,4,1
64370,27363,5,0
64370,17803,6,1
64370,39001,7,1
64370,24866,8,1
64370,32717,9,0
64370,48775,10,1
64370,24964,11,0
64370,46667,12,1
64443,11123,1,1
64443,39928,2,1
64443,28820,3,0
64443,13062,4,1
64443,39425,5,1
64443,26620,6,1
64443,39676,7,1
64443,14233,8,0
64443,26165,9,1
64443,12576,10,1
64443,32177,11,1
64443,20120,12,0
64443,21137,13,0
64443,41690,14,1
64443,6046,15,0
64443,23329,16,0
64443,31964,17,1
64443,40706,18,1
64443,38266,19,0
64443,40604,20,0
64443,2838,21,0
64443,20939,22,0
64447,8277,1,1
64447,35898,2,0
64447,39190,3,0
64461,4277,1,0
64461,10957,2,1
64461,6300,3,1
64461,49416,4,1
64461,30162,5,1
64461,2092,6,1
64461,37658,7,0
64475,14280,1,0
64475,18987,2,0
64475,45639,3,0
64475,4088,4,0
64475,47631,5,0
64475,36050,6,0
64475,36962,7,0
64475,39021,8,0
64475,19871,9,0
64475,33894,10,0
64475,5158,11,0
64475,4965,12,0
64475,12068,13,0
64492,25133,1,1
64492,6475,2,1
64492,9550,3,1
64492,20738,4,1
64515,36011,1,0
64522,10227,1,1
64522,890,2,1
64522,34343,3,1
64522,14419,4,0
64522,38300,5,0
64522,44449,6,0
64529,48174,1,0
64529,45606,2,0
64529,648,3,0
64529,11408,4,0
64529,22089,5,0
64529,8505,6,1
64529,42625,7,1
64529,23341,8,1
64529,8514,9,1
64529,11281,10,1
64529,23037,11,0
64546,40939,1,1
64576,48186,1,1
64576,1450,2,1
64576,24852,3,1
64576,24184,4,1
64576,21938,5,1
64576,15290,6,1
64576,21903,7,1
64576,42265,8,1
64576,20491,9,0
64576,23029,10,0
64576,21137,11,0
64576,16616,12,1
64576,8018,13,1
64576,1938,14,1
64576,26486,15,1
64576,48109,16,1
64576,47626,17,1
64576,11710,18,1
64576,22765,19,0
64576,15500,20,0
64576,29942,21,0
64576,34079,22,0
64576,32373,23,0
64604,21137,1,1
64635,44632,1,1
64635,49520,2,1
64635,37836,3,1
64635,36227,4,1
64635,36307,5,1
64635,45447,6,1
64635,44074,7,1
64635,20838,8,1
64635,30633,9,0
64652,24852,1,1
64652,28985,2,1
64652,4605,3,1
64652,45007,4,1
64652,44514,5,1
64652,37524,6,1
64652,5618,7,1
64652,8424,8,1
64652,16797,9,1
64652,38159,10,1
64652,39408,11,1
64652,46886,12,1
64652,1559,13,1
64766,43768,1,0
64766,1244,2,0
64766,34126,3,1
64766,24964,4,1
64766,13176,5,1
64766,30639,6,1
64766,21137,7,1
64766,38777,8,0
64766,8277,9,1
64766,32177,10,0
64766,16083,11,1
64766,21174,12,1
64766,43545,13,1
64766,5132,14,1
64766,10173,15,1
64766,781,16,0
64766,22328,17,0
64766,31737,18,0
64766,35696,19,0
64766,47325,20,1
64832,22569,1,1
64832,17769,2,1
64832,8475,3,0
64832,1835,4,0
64832,3267,5,0
64832,22597,6,0
64840,21903,1,0
64840,16965,2,0
64840,29987,3,0
64840,34049,4,0
64860,38459,1,1
64860,31866,2,1
64860,17896,3,0
64860,6448,4,0
64860,723,5,0
64860,25783,6,0
64860,5077,7,1
64860,9953,8,0
64914,45531,1,1
64914,377,2,1
64914,35412,3,1
64914,43035,4,0
64914,6635,5,0
64952,13176,1,1
64952,30827,2,1
64952,37687,3,1
64952,33147,4,1
64952,44683,5,1
64952,46363,6,1
64952,23985,7,1
64952,6758,8,0
64952,21903,9,1
64985,43086,1,1
64985,5760,2,1
64985,15576,3,0
64985,33055,4,0
64985,20995,5,1
64985,19084,6,0
64985,9515,7,1
64985,1158,8,0
64985,17948,9,0
64985,7781,10,1
64985,7010,11,0
64985,24009,12,1
64985,3339,13,1
64985,35769,14,0
64985,28928,15,1
65007,38768,1,1
65007,889,2,1
65026,40603,1,1
65026,38300,2,1
65052,47658,1,1
65052,35090,2,1
65052,22856,3,1
65052,12395,4,1
65116,5876,1,1
65116,37646,2,1
65116,4920,3,1
65116,10306,4,1
65116,33489,5,1
65116,1194,6,0
65116,15252,7,0
65116,38159,8,1
65116,28204,9,1
65160,39002,1,1
65160,16398,2,1
65160,16223,3,0
65160,43817,4,0
65164,14704,1,0
65164,6473,2,0
65164,40591,3,0
65164,12564,4,1
65164,25919,5,1
65164,5785,6,1
65187,43295,1,1
65187,24852,2,1
65187,4920,3,1
65187,21019,4,0
65187,3999,5,1
65187,37992,6,1
65187,37875,7,1
65284,17556,1,1
65284,15100,2,1
65284,48364,3,1
65284,41950,4,0
65284,38996,5,0
65284,27104,6,1
65284,8424,7,0
65284,44683,8,1
65284,42625,9,1
65284,45149,10,0
65284,31058,11,0
65284,24184,12,1
65284,24852,13,0
65284,13909,14,0
65284,23888,15,0
65284,13536,16,1
65284,20842,17,1
65284,13423,18,0
65284,49217,19,0
65284,16237,20,0
65284,49054,21,0
65284,20828,22,0
65291,23375,1,0
65291,22935,2,1
65291,45007,3,0
65291,21903,4,1
65291,39040,5,0
65291,14477,6,0
65291,33731,7,0
65291,18465,8,0
65291,17872,9,1
65330,47788,1,0
65330,260,2,0
65330,16797,3,0
65330,27966,4,0
65330,39928,5,0
65330,19057,6,1
65369,45161,1,1
65369,47993,2,1
65369,24852,3,1
65369,4932,4,0
65369,5539,5,0
65369,11182,6,0
65369,23645,7,0
65369,7806,8,1
65369,27695,9,0
65369,2326,10,1
65369,4210,11,0
65369,40654,12,0
65369,22123,13,0
65369,26128,14,0
65369,34584,15,0
65369,27966,16,0
65369,30406,17,0
65369,45578,18,0
65369,2210,19,0
65369,42736,20,0
65369,29874,21,0
65369,13193,22,0
65369,5114,23,0
65369,38192,24,0
65369,44787,25,0
65388,37067,1,0
65388,21137,2,0
65388,38159,3,0
65388,38562,4,0
65388,2597,5,1
65438,8277,1,1
65438,24838,2,0
65438,30391,3,1
65438,39275,4,0
65438,162,5,1
65438,23769,6,0
65438,38777,7,0
65438,21137,8,1
65438,1940,9,1
65438,17949,10,0
65438,13176,11,1
65438,43086,12,0
65452,36994,1,0
65452,31433,2,0
65452,28380,3,0
65452,35176,4,0
65452,17803,5,0
65452,5212,6,1
65452,38562,7,1
65452,18564,8,1
65452,20345,9,1
65452,47209,10,1
65452,18883,11,1
65452,33198,12,1
65452,5086,13,1
65452,9162,14,1
65452,41950,15,1
65452,44479,16,1
65452,7308,17,1
65452,26683,18,0
65452,16617,19,1
65452,39928,20,1
65452,5876,21,1
65452,41165,22,1
65452,38456,23,1
65452,45613,24,1
65452,39783,25,0
65452,1158,26,0
65452,14881,27,0
65452,42637,28,0
65452,8455,29,0
65452,37359,30,0
65452,29263,31,0
65452,11819,32,0
65452,4392,33,0
65470,6052,1,1
65470,13712,2,1
65470,24838,3,1
65470,9411,4,1
65470,1592,5,0
65470,26916,6,1
65470,42619,7,1
65470,33957,8,1
65470,48435,9,1
65470,35469,10,1
65470,48171,11,1
65470,18735,12,0
65470,27796,13,0
65472,35951,1,1
65472,13176,2,1
65472,43352,3,1
65472,4920,4,1
65506,42208,1,0
65506,32100,2,0
65506,32214,3,0
65506,37307,4,0
65506,39223,5,0
65506,48785,6,0
65506,45763,7,0
65506,34744,8,0
65506,117,9,1
65506,6631,10,1
65506,39470,11,1
65522,17871,1,0
65522,4421,2,1
65522,39299,3,1
65522,42110,4,1
65522,27344,5,1
65522,22474,6,1
65522,49683,7,1
65522,10814,8,1
65522,6297,9,1
65522,45106,10,0
65522,47209,11,0
65522,26604,12,1
65522,16797,13,1
65522,4920,14,0
65522,13176,15,0
65522,32818,16,1
65522,43920,17,0
65522,33303,18,1
65522,21903,19,1
65522,41844,20,0
65534,39228,1,1
65534,22959,2,1
65534,3765,3,1
65534,45673,4,1
65534,21137,5,1
65571,38419,1,1
65571,17794,2,1
65571,4562,3,1
65579,16848,1,1
65579,27104,2,1
65579,9124,3,1
65579,9881,4,1
65579,24010,5,1
65579,9438,6,1
65579,43295,7,1
65596,5450,1,0
65596,9825,2,0
65596,28842,3,1
65596,31553,4,0
65596,25197,5,0
65596,5132,6,1
65596,20198,7,1
65596,45123,8,1
65596,36766,9,1
65596,5673,10,1
65623,11757,1,1
65623,19156,2,1
65623,40581,3,1
65623,25504,4,1
65623,29285,5,1
65623,37997,6,1
65623,16680,7,1
65623,29646,8,1
65623,12683,9,1
65623,35430,10,1
65623,36944,11,1
65623,38185,12,1
65623,43508,13,1
65623,29432,14,1
65623,39982,15,1
65623,11488,16,1
65623,35117,17,1
65623,44368,18,1
65623,45018,19,1
65623,17616,20,1
65623,6825,21,1
65623,17492,22,1
65623,23776,23,1
65623,24954,24,1
65623,18926,25,1
65623,1559,26,1
65623,37132,27,1
65641,4697,1,1
65641,47792,2,1
65641,18353,3,1
65641,38553,4,1
65641,261,5,0
65641,40910,6,1
65641,24841,7,1
65641,6489,8,1
65641,30774,9,0
65641,27247,10,1
65641,15996,11,1
65641,28443,12,1
65641,19773,13,0
65641,28204,14,0
65641,939,15,1
65641,38274,16,0
65641,42450,17,1
65641,30257,18,1
65641,22035,19,1
65641,13114,20,1
65712,5212,1,1
65712,1156,2,0
65712,34574,3,0
65712,40377,4,0
65712,45570,5,1
65712,26604,6,1
65712,13629,7,1
65712,30898,8,1
65712,21137,9,1
65712,18598,10,0
65712,4844,11,1
65712,49113,12,0
65712,7628,13,1
65717,11520,1,1
65717,49235,2,1
65717,13176,3,1
65717,4920,4,1
65717,16249,5,1
65717,33796,6,1
65717,5212,7,1
65717,11182,8,1
65717,27966,9,1
65717,21614,10,1
65717,45066,11,1
65717,5575,12,1
65733,43464,1,0
65733,23785,2,1
65733,48205,3,1
65733,5819,4,1
65733,24852,5,1
65733,18891,6,0
65733,16797,7,1
65733,8955,8,1
65733,788,9,1
65733,14992,10,1
65733,23929,11,1
65733,38050,12,0
65733,28599,13,1
65733,49615,14,1
65733,49605,15,0
65733,13790,16,0
65733,37917,17,0
65733,20842,18,1
65743,24231,1,0
65743,14357,2,0
65743,17668,3,1
65743,19893,4,1
65743,14833,5,1
65743,37388,6,1
65743,432,7,1
65743,11707,8,1
65743,20754,9,1
65798,15113,1,1
65798,15182,2,0
65798,19660,3,1
65798,23650,4,0
65798,6874,5,1
65798,43980,6,0
65798,19741,7,0
65798,43086,8,0
65798,24382,9,0
65798,26369,10,0
65798,12686,11,0
65818,24852,1,1
65818,47209,2,1
65818,38273,3,1
65818,10603,4,1
65818,45570,5,1
65818,46906,6,1
65818,37029,7,1
65818,9076,8,1
65821,33886,1,1
65821,13176,2,1
65821,35951,3,1
65821,781,4,1
65821,5303,5,1
65821,25533,6,1
65821,47209,7,1
65821,27966,8,1
65821,28199,9,1
65821,40174,10,1
65821,28289,11,1
65821,39928,12,1
65821,48775,13,1
65821,46616,14,1
65821,8736,15,1
65821,19821,16,1
65821,21137,17,1
65821,47042,18,1
65821,44949,19,1
65821,42265,20,1
65821,32429,21,1
65821,49401,22,1
65821,8022,23,1
65821,23695,24,1
65821,15405,25,1
65821,24561,26,1
65821,38383,27,1
65821,19006,28,1
65821,24964,29,0
65821,34049,30,0
65821,19057,31,0
65828,20119,1,1
65828,49191,2,1
65828,12576,3,1
65828,31964,4,1
65828,48142,5,0
65828,28836,6,1
65838,40688,1,1
65838,21195,2,0
65863,42768,1,1
65863,47626,2,1
65863,27521,3,1
65863,27966,4,1
65863,47766,5,1
65863,15221,6,1
65863,8424,7,1
65863,24852,8,0
65863,3397,9,1
65863,4799,10,1
65863,39134,11,1
65863,15261,12,1
65863,47890,13,1
65863,42585,14,1
65863,18656,15,1
65863,24561,16,0
65863,18027,17,0
65925,4605,1,0
65925,17794,2,0
65925,46654,3,1
65925,46979,4,1
65925,6873,5,0
65925,14780,6,0
65925,5994,7,0
65925,24009,8,0
65925,19677,9,1
65925,34243,10,0
65925,4735,11,0
65925,3638,12,0
65925,10644,13,0
65925,47626,14,1
65946,3115,1,1
65946,12456,2,1
65946,21681,3,1
65946,27999,4,1
65946,13629,5,1
65964,49520,1,1
65964,28204,2,1
65964,47766,3,1
65964,27104,4,0
65964,38730,5,1
65964,42736,6,1
65964,9515,7,0
65964,32691,8,1
65964,5060,9,0
65964,46558,10,1
65964,20512,11,0
65964,20063,12,0
65964,30967,13,0
65964,20169,14,1
66008,4656,1,0
66008,24019,2,0
66008,12124,3,0
66008,11520,4,1
66008,9839,5,1
66008,39877,6,1
66008,3491,7,0
66008,10325,8,0
66008,25138,9,0
66008,21616,10,0
66008,16145,11,0
66008,13212,12,0
66008,28985,13,1
66050,29344,1,1
66050,15290,2,1
66050,24852,3,1
66050,16797,4,1
66050,10077,5,0
66050,16696,6,0
66050,22395,7,1
66050,11009,8,0
66050,15743,9,0
66050,31433,10,0
66050,4792,11,0
66050,22952,12,0
66050,36968,13,1
66050,20609,14,0
66050,34829,15,0
66050,28715,16,0
66050,21168,17,0
66050,32691,18,0
66050,14295,19,0
66050,28901,20,1
66050,31693,21,0
66050,28441,22,1
66092,24852,1,1
66092,47766,2,1
66092,11123,3,1
66092,28204,4,1
66092,13396,5,1
66092,35163,6,1
66092,35042,7,1
66092,30849,8,1
66118,35198,1,0
66118,33741,2,0
66118,20785,3,0
66118,23800,4,0
66118,45664,5,0
66242,47766,1,1
66242,47626,2,1
66242,24964,3,1
66242,4605,4,1
66242,17794,5,0
66242,38419,6,0
66242,7673,7,1
66242,8424,8,1
66242,21403,9,0
66242,33897,10,0
66242,45007,11,0
66242,21616,12,0
66242,22640,13,0
66242,40723,14,1
66249,22197,1,1
66249,15182,2,1
66249,18702,3,1
66249,31717,4,1
66249,8518,5,1
66249,31478,6,1
66249,38071,7,1
66249,37442,8,1
66249,2781,9,1
66249,10326,10,1
66249,41950,11,1
66249,11844,12,1
66249,29112,13,1
66249,23094,14,1
66249,48123,15,1
66249,20670,16,1
66249,47155,17,0
66249,644,18,0
66281,27521,1,1
66281,11576,2,1
66281,37067,3,1
66281,20947,4,1
66281,26369,5,1
66281,49175,6,1
66281,19894,7,1
66281,47626,8,0
66281,36640,9,0
66281,13598,10,1
66310,16714,1,1
66310,38775,2,1
66313,21573,1,1
66313,11759,2,0
66313,40467,3,0
66324,25705,1,1
66324,44632,2,1
66324,10912,3,1
66324,13176,4,1
66324,45066,5,1
66324,3957,6,1
66324,47498,7,1
66324,5785,8,1
66324,41844,9,1
66324,28593,10,1
66324,46979,11,1
66324,1516,12,1
66324,39928,13,1
66324,43122,14,1
66324,21376,15,1
66324,39990,16,1
66324,14874,17,1
66324,33572,18,1
66324,14929,19,1
66324,43726,20,1
66324,47042,21,1
66324,39190,22,1
66324,15902,23,1
66324,24654,24,1
66324,21137,25,1
66324,3066,26,0
66324,38159,27,0
66324,5240,28,1
66358,12013,1,0
66358,33065,2,0
66358,24968,3,0
66358,21974,4,0
66358,6878,5,0
66358,2120,6,0
66361,18629,1,0
66361,47209,2,0
66361,13176,3,0
66361,28132,4,0
66395,24954,1,1
66395,18926,2,1
66395,27730,3,1
66395,9623,4,1
66421,21560,1,0
66421,42265,2,0
66421,49683,3,0
66421,41658,4,0
66470,12606,1,0
66470,1849,2,0
66470,31564,3,0
66470,18027,4,0
66470,29053,5,0
66470,22256,6,0
66470,7164,7,0
66470,35749,8,0
66470,26845,9,0
66470,8150,10,1
66470,13802,11,0
66470,4391,12,0
66470,47626,13,0
66470,35053,14,1
66489,25230,1,1
66489,27548,2,1
66489,29392,3,1
66489,47672,4,0
66489,17177,5,0
66489,42244,6,1
66497,22805,1,1
66497,28099,2,1
66497,6644,3,1
66497,9104,4,1
66497,25842,5,1
66497,43961,6,0
66497,3957,7,0
66497,36229,8,0
66497,17038,9,1
66497,5547,10,1
66497,34243,11,1
66497,28155,12,0
66497,32988,13,0
66497,6482,14,0
66497,5517,15,0
66497,48513,16,0
66497,16410,17,0
66497,1880,18,1
66501,44359,1,1
66501,37766,2,1
66501,26209,3,1
66501,18027,4,1
66501,8955,5,0
66501,46979,6,1
66501,45007,7,1
66501,2535,8,1
66501,32864,9,1
66501,24964,10,1
66541,25480,1,1
66541,14536,2,1
66541,19003,3,1
66541,31717,4,1
66541,26283,5,0
66541,24622,6,0
66541,39059,7,0
66541,17794,8,0
66541,40532,9,0
66541,13423,10,0
66541,16020,11,0
66543,22281,1,1
66543,13292,2,0
66553,43073,1,1
66553,20670,2,1
66553,40280,3,1
66553,16763,4,1
66553,33572,5,1
66553,20015,6,1
66553,13176,7,1
66553,38567,8,1
66553,37626,9,1
66553,45066,10,1
66578,24857,1,1
66578,36865,2,1
66578,30639,3,0
66578,14891,4,1
66578,24838,5,1
66578,6740,6,1
66578,13640,7,1
66578,33590,8,1
66578,38164,9,1
66578,13263,10,1
66578,35633,11,1
66578,28242,12,1
66578,4097,13,1
66578,3952,14,1
66578,40706,15,0
66578,32717,16,1
66578,15613,17,0
66578,17794,18,1
66578,5652,19,0
66578,34140,20,0
66578,29229,21,0
66578,24852,22,1
66578,47225,23,0
66578,38657,24,0
66591,34479,1,1
66591,7315,2,1
66591,17957,3,1
66591,11199,4,1
66591,35788,5,1
66591,47209,6,1
66591,30995,7,1
66601,43789,1,0
66601,34126,2,1
66601,24964,3,1
66601,48679,4,1
66601,22935,5,0
66601,4031,6,0
66601,7704,7,0
66601,9092,8,1
66601,31727,9,0
66646,31208,1,1
66646,16920,2,1
66646,33000,3,1
66646,49416,4,1
66646,22067,5,1
66646,31766,6,1
66646,1940,7,1
66646,44292,8,1
66646,41618,9,1
66646,49325,10,1
66646,17634,11,1
66646,35042,12,1
66646,38909,13,1
66646,20073,14,1
66646,16953,15,1
66646,4462,16,1
66646,5782,17,1
66646,27360,18,1
66646,26497,19,1
66646,11526,20,1
66646,18460,21,1
66646,43961,22,1
66646,15872,23,1
66646,25146,24,1
66646,46941,25,0
66646,4317,26,1
66646,23375,27,1
66646,34565,28,1
66646,39491,29,0
66646,2732,30,1
66646,39097,31,1
66646,42508,32,1
66646,30169,33,1
66646,46064,34,1
66646,35535,35,1
66646,36227,36,0
66646,20955,37,0
66646,1505,38,0
66646,32745,39,0
66646,37132,40,0
66646,44487,41,0
66646,25691,42,0
66646,5067,43,0
66646,48246,44,0
66646,5445,45,0
66680,38693,1,0
66680,29326,2,0
66680,13176,3,1
66680,19448,4,1
66680,20113,5,0
66680,13964,6,1
66683,24852,1,1
66683,47000,2,1
66683,27690,3,1
66683,47626,4,1
66683,33819,5,1
66683,37940,6,1
66683,21083,7,0
66683,42356,8,1
66683,32864,9,0
66683,49198,10,1
66683,34862,11,0
66683,36070,12,0
66683,4195,13,0
66683,33651,14,0
66683,2714,15,0
66683,10813,16,0
66683,9387,17,1
66683,44245,18,0
66712,21847,1,0
66712,48925,2,0
66712,24964,3,0
66712,44056,4,0
66712,38739,5,0
66712,42585,6,1
66712,49114,7,1
66712,26088,8,1
66712,3899,9,1
66712,4576,10,1
66712,12658,11,0
66712,29556,12,0
66712,4796,13,1
66712,40836,14,1
66712,12010,15,1
66712,23323,16,1
66712,14161,17,0
66712,4945,18,0
66712,30391,19,0
66757,24852,1,1
66757,39032,2,1
66757,43772,3,1
66757,5941,4,1
66757,9787,5,1
66757,9387,6,1
66757,13636,7,0
66757,21019,8,1
66757,46144,9,0
66813,10026,1,1
66813,27086,2,1
66813,21333,3,1
66813,46881,4,1
66813,40706,5,1
66813,6927,6,0
66813,46979,7,0
66813,29487,8,0
66813,30720,9,1
66813,30391,10,0
66813,4920,11,0
66813,6647,12,1
66813,9076,13,0
66813,48290,14,1
66816,39425,1,1
66816,8277,2,1
66816,20583,3,1
66816,26209,4,1
66816,47626,5,1
66816,13176,6,1
66816,49683,7,1
66816,28985,8,0
66816,21938,9,0
66816,40706,10,0
66816,19678,11,1
66816,8174,12,0
66816,8193,13,1
66816,47734,14,0
66816,48775,15,0
66816,23622,16,0
66816,47526,17,1
66816,39349,18,0
66816,19213,19,0
66816,36929,20,0
66816,49235,21,0
66816,25195,22,0
66816,7628,23,1
66825,29251,1,0
66825,26939,2,0
66825,44987,3,0
66825,14536,4,0
66825,26764,5,0
66825,48705,6,0
66825,13249,7,1
66825,5782,8,0
66825,35982,9,0
66825,33614,10,1
66825,27196,11,1
66825,40136,12,1
66825,49279,13,0
66825,14161,14,0
66920,30233,1,1
66920,13176,2,1
66920,43874,3,1
66920,27344,4,1
66920,29447,5,1
66920,36651,6,1
66920,19677,7,1
66920,35688,8,1
66920,21506,9,1
66920,19048,10,1
66920,17794,11,1
66920,47249,12,1
66920,12932,13,1
66920,16460,14,1
66920,14678,15,1
66920,23165,16,1
66920,4605,17,1
66920,18441,18,1
66920,7948,19,1
66920,31714,20,0
66920,25005,21,0
66920,19707,22,0
66920,21903,23,0
66920,2855,24,0
66920,34551,25,0
66920,35750,26,0
66920,14486,27,1
66938,46149,1,1
66938,41400,2,1
66938,20940,3,1
66951,22031,1,0
66951,46505,2,0
66951,3546,3,0
66951,31188,4,0
66951,26907,5,0
66951,7862,6,0
66951,27247,7,1
66951,32198,8,0
66951,35819,9,0
66951,20034,10,0
66951,49585,11,0
66981,30106,1,0
66981,27761,2,1
66981,47144,3,1
66981,17341,4,1
66981,31403,5,0
66981,47366,6,0
66981,37940,7,1
66981,25581,8,0
66981,25896,9,1
66981,24852,10,1
66981,43641,11,0
66981,3298,12,0
66981,29392,13,0
66981,32438,14,0
66981,31683,15,1
66981,34063,16,1
66981,45061,17,1
66981,17334,18,1
66981,34283,19,1
66981,49544,20,0
66981,34466,21,0
66981,46595,22,1
66981,17819,23,1
66987,4472,1,1
66987,47087,2,1
66987,1158,3,1
66987,13176,4,1
66987,27695,5,1
66987,31869,6,1
66987,9076,7,1
66987,10337,8,1
66987,24482,9,1
66987,25332,10,0
66987,27156,11,0
67026,40198,1,1
67026,17758,2,1
67026,15074,3,0
67026,41290,4,1
67026,13176,5,1
67026,47209,6,0
67026,44056,7,1
67026,4920,8,1
67026,34448,9,1
67026,31693,10,0
67026,12204,11,0
67026,42940,12,0
67026,28934,13,0
67057,6336,1,1
67057,45066,2,1
67057,28985,3,1
67057,11182,4,1
67057,30442,5,1
67057,1158,6,0
67057,46802,7,1
67057,47766,8,1
67057,13380,9,0
67057,8518,10,0
67057,47626,11,1
67057,26209,12,0
67057,42701,13,0
67057,10017,14,1
67057,22474,15,0
67057,25256,16,0
67057,21137,17,0
67057,26133,18,0
67075,20113,1,0
67075,18670,2,1
67075,14126,3,1
67089,24852,1,1
67089,47766,2,1
67089,27730,3,1
67089,40604,4,1
67089,11512,5,1
67089,29388,6,1
67089,31461,7,1
67089,16185,8,1
67089,21903,9,1
67089,18594,10,1
67089,47059,11,1
67089,4920,12,0
67089,12029,13,0
67089,6677,14,0
67089,42356,15,0
67089,13517,16,0
67089,41950,17,0
67106,3873,1,1
67150,28634,1,1
67150,26040,2,1
67150,17318,3,1
67150,13573,4,1
67150,10640,5,1
67150,44152,6,0
67150,34796,7,1
67150,32854,8,1
67150,1485,9,1
67153,36316,1,0
67174,37442,1,0
67222,5876,1,0
67222,30391,2,0
67222,11006,3,1
67222,35065,4,1
67222,7948,5,0
67222,29993,6,0
67222,47209,7,1
67222,43136,8,0
67222,12357,9,1
67222,3952,10,1
67222,6873,11,1
67222,28289,12,0
67222,45007,13,1
67222,1598,14,0
67222,13176,15,1
67237,7350,1,1
67237,9755,2,1
67237,45687,3,1
67237,23234,4,1
67237,13944,5,1
67237,34386,6,0
67237,43100,7,1
67237,47626,8,0
67237,23405,9,0
67237,10070,10,0
67237,18432,11,0
67237,37489,12,0
67237,1487,13,0
67237,625,14,0
67269,41950,1,1
67269,25647,2,0
67269,19766,3,0
67269,23216,4,0
67279,49517,1,0
67279,33845,2,0
67279,25466,3,0
67279,19272,4,0
67279,19019,5,1
67399,17319,1,1
67399,38273,2,1
67399,42585,3,1
67399,11182,4,1
67399,46906,5,1
67399,26723,6,1
67399,27845,7,1
67399,40310,8,1
67399,14354,9,1
67399,47135,10,1
67399,34221,11,1
67399,42944,12,1
67399,26949,13,1
67399,4605,14,1
67399,24852,15,1
67399,11520,16,1
67399,28597,17,0
67399,33569,18,0
67399,34489,19,0
67462,23405,1,1
67462,15902,2,0
67462,4374,3,0
67462,42637,4,0
67479,18534,1,0
67479,42832,2,0
67479,22935,3,0
67479,17008,4,0
67479,48779,5,0
67479,39009,6,0
67479,21903,7,0
67479,13536,8,1
67479,13639,9,0
67479,30583,10,0
67479,25947,11,0
67536,3798,1,1
67536,43154,2,1
67536,41276,3,1
67536,22362,4,0
67536,6184,5,1
67541,37194,1,1
67541,33198,2,1
67541,34024,3,1
67541,10032,4,1
67541,38557,5,0
67541,44471,6,1
67541,17080,7,1
67541,1194,8,0
67541,22474,9,0
67541,43192,10,1
67541,10448,11,1
67541,4756,12,1
67541,33647,13,1
67541,36724,14,1
67541,16620,15,1
67541,24852,16,1
67541,44375,17,1
67541,40063,18,0
67541,13870,19,1
67541,13740,20,0
67541,12023,21,0
67541,23192,22,0
67541,11556,23,0
67541,26350,24,0
67541,47971,25,0
67541,40709,26,1
67541,6489,27,1
67541,46692,28,0
67541,24841,29,0
67541,7412,30,0
67541,8555,31,0
67541,37417,32,0
67541,30999,33,0
67541,44098,34,0
67541,36085,35,0
67541,45021,36,0
67541,34748,37,1
67541,1935,38,1
67541,3297,39,0
67541,45645,40,1
67541,22017,41,0
67541,40723,42,0
67541,39877,43,0
67541,1823,44,1
67541,45447,45,0
67563,45690,1,1
67611,48142,1,1
67611,40939,2,0
67611,130,3,0
67611,4149,4,0
67611,21137,5,0
67611,8571,6,0
67618,40278,1,1
67618,13974,2,1
67618,47759,3,0
67618,44570,4,1
67618,11422,5,1
67618,27710,6,1
67618,23687,7,1
67618,32429,8,0
67622,46900,1,0
67622,31720,2,1
67622,29506,3,1
67622,28985,4,1
67622,40198,5,1
67622,18926,6,0
67622,22124,7,0
67622,5194,8,0
67622,22825,9,0
67622,28204,10,0
67622,38739,11,0
67629,13176,1,1
67629,39097,2,1
67629,47119,3,1
67629,33527,4,1
67629,9934,5,1
67629,44359,6,1
67629,28373,7,1
67629,21267,8,1
67629,15392,9,1
67629,35921,10,1
67629,45646,11,1
67629,45535,12,1
67629,49533,13,1
67629,3339,14,1
67629,17948,15,1
67629,38456,16,1
67629,9477,17,0
67629,8574,18,0
67629,25371,19,0
67629,48679,20,0
67636,9009,1,1
67636,7631,2,1
67636,5750,3,1
67636,39993,4,1
67636,35921,5,1
67636,9076,6,1
67636,1689,7,1
67636,13203,8,1
67636,37509,9,1
67636,31343,10,1
